date,China,USA,Vietnam,Australia,Japan,HongKong,Singapore,Norway,Panama,Taiwan
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-09-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-01-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-11-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
2013-12-01,,,,,,,,,,
